Loan.Id,Current.Loan.Amount,Term,Credit.Score,Years.in.current.job,Annual.Income,Monthly.Debt,Years.of.Credit.History,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Loan.Status
46231,5920,0,750,10,148005,703.02,14.2,0,5010,16871,1
46232,27566,1,661,3,63993,906.56,27.6,0,14921,30514,0
46233,100000000,1,626,10,53627,1523.91,21.3,0,19877,43976,1
46234,8690,0,722,7,47400,738.65,12.2,0,8623,17890,1
46235,9170,0,726,1,66229,640.21,13.3,0,14079,14574,1
46236,17681,1,-1,9,-1,1119.82,11.4,1,16684,25165,1
46237,5505,0,-1,1,-1,565.76,19.2,0,5373,9015,1
46238,18255,1,685,10,52016,1005.2,17.7,0,42267,44632,0
46239,9794,0,-1,3,-1,1018.58,14.5,0,12386,14487,1
46240,10249,0,678,3,31772,369.09,10.9,0,3527,3588,0
46241,18202,0,-1,1,-1,1251.36,12.3,0,21283,26906,1
46242,7465,0,645,6,24968,220.54,13.7,0,5626,5793,1
46243,23917,0,740,6,66580,1187.34,13.9,0,29903,48153,1
46244,12540,0,693,10,25084,466.15,12.1,0,14834,18897,1
46245,14943,0,740,1,44829,377.31,19.9,1,12414,22207,1
46246,6833,0,739,9,82645,1212.13,15.5,0,4106,10834,1
46247,13804,1,669,4,46121,607.26,11.7,0,2032,4342,0
46248,18837,1,722,6,104978,1224.74,22.6,0,22991,24050,1
46249,15348,0,-1,10,-1,474.43,25.5,0,19056,27223,1
46250,5299,0,703,2,47323,1139.7,6.4,0,12996,15772,0
46251,30078,1,688,4,98255,974.36,23.5,0,30802,40529,1
46252,100000000,1,717,10,42974,1138.82,19.6,0,69883,103529,1
46253,7013,0,737,3,60108,355.64,8.4,1,5230,16345,1
46254,7917,0,708,7,23458,398.78,11,0,7548,9971,1
46255,2983,0,-1,-1,-1,169.98,29.1,0,6128,14557,1
46256,7819,0,701,3,23830,641.41,12.3,0,11096,14504,1
46257,10175,0,-1,3,-1,846.39,7.1,0,4296,49378,1
46258,16253,0,744,6,94012,861.78,9,0,638,5063,1
46259,13062,0,731,6,100480,1050.85,32.4,1,12932,16883,1
46260,26580,1,741,3,85578,688.9,16.7,0,1630,23624,1
46261,11932,0,708,10,59658,1048.99,18.5,0,22241,26958,1
46262,15147,0,750,10,63617,657.38,21.5,0,49060,238156,1
46263,18290,1,682,8,48773,621.85,26.4,0,17864,29873,1
46264,5047,0,722,1,24223,450.15,8.3,0,4777,9789,1
46265,24568,1,706,10,71246,771.83,24.6,0,28421,77652,1
46266,100000000,1,732,4,67369,903.86,20.5,0,9208,71382,1
46267,9480,0,709,10,28090,646.06,21.9,0,10176,12737,1
46268,6034,0,-1,4,-1,381.29,17.5,0,1835,11765,1
46269,4908,0,715,9,40246,902.17,13,0,8562,31023,1
46270,100000000,0,714,3,121020,621.24,23.8,0,7300,14229,1
46271,15042,0,711,1,62575,436.46,16.3,0,12631,16642,0
46272,4431,0,718,5,97930,334.6,11.9,1,1631,28113,1
46273,8876,0,749,10,88758,659.77,27.5,0,7107,9363,1
46274,2264,0,740,10,160441,1255.45,14.1,0,11753,14177,1
46275,8848,0,737,2,63902,1389.86,6,0,7002,10906,1
46276,12276,0,723,2,61380,260.35,13.5,0,8678,10021,1
46277,6229,0,-1,10,-1,512.6,22.1,0,12096,20027,1
46278,11471,0,732,1,45065,818.67,8.8,0,9906,20383,0
46279,15656,0,704,10,83173,914.9,18,2,6184,18683,1
46280,6395,0,740,10,69317,1270.82,16.3,0,6734,10638,1
46281,14772,0,-1,10,-1,705.74,15,0,9788,11922,1
46282,100000000,1,724,10,81362,1376.37,27,0,37421,40942,1
46283,10189,0,-1,3,-1,1556.37,16,0,7839,12024,1
46284,4003,0,739,3,36425,270.16,27,0,10753,28750,1
46285,4954,0,740,3,41609,457.7,8.5,0,1678,7917,1
46286,6192,0,-1,6,-1,561.89,13.6,1,5897,14855,1
46287,4095,1,693,10,58506,909.77,36.5,0,0,0,0
46288,29805,0,716,10,107298,651.84,28,0,5006,9836,1
46289,9627,0,698,8,24194,54.44,10.4,0,3510,3527,0
46290,5894,0,-1,3,-1,231.91,13.2,0,5213,40727,1
46291,9229,0,699,10,60684,1016.46,18.3,0,4557,15191,1
46292,28370,0,749,-1,60792,425.54,28.9,0,9491,44979,1
46293,100000000,0,703,1,78203,1042.7,10,1,5173,18543,1
46294,10420,0,-1,5,-1,582.65,12.2,0,14907,22150,0
46295,9324,0,629,9,46056,125.89,5.2,0,4279,6891,1
46296,20274,1,-1,10,-1,1083.39,15.2,0,30201,53931,1
46297,100000000,0,738,10,52447,1416.07,14.7,0,12069,18858,1
46298,8060,0,722,1,23132,105.45,19.8,3,5286,15501,1
46299,19848,0,728,10,69468,1198.32,16.6,0,8123,29218,1
46300,34129,1,684,4,82884,2327.64,13.1,0,46013,53256,1
46301,6875,0,-1,1,-1,312.63,11.4,0,8831,40696,1
46302,18655,0,744,10,87006,993.32,17,1,13315,29655,0
46303,11693,0,712,-1,39388,754.94,17.4,1,11699,15662,1
46304,15834,0,748,10,71251,837.2,27.3,0,28437,34935,1
46305,6942,0,748,2,47602,274.9,9.4,1,3566,13876,1
46306,9089,0,709,6,48941,942.12,15.3,1,4910,11691,1
46307,100000000,0,734,4,143065,2861.3,20.7,0,68850,86062,1
46308,2542,0,737,1,48806,898.85,14.2,0,7373,14043,1
46309,2261,0,-1,10,-1,703.36,25.8,0,34040,78074,1
46310,20839,1,-1,10,-1,1391.62,17.1,0,19127,33380,0
46311,10594,0,746,10,76510,1173.16,21.8,0,3957,6673,1
46312,35266,0,730,-1,97040,1407.08,43.2,0,32877,36489,1
46313,5735,0,704,4,25932,581.31,27.1,0,5028,7676,0
46314,35518,0,-1,10,-1,1930.23,23.4,0,35301,38040,0
46315,9397,0,725,10,67544,1452.2,23.7,0,16042,27007,1
46316,13303,1,711,10,43437,1085.92,20,0,7134,10163,1
46317,100000000,0,744,4,66198,68.4,9.2,0,567,19541,1
46318,7078,0,743,1,102964,935.25,19.7,1,7101,14856,1
46319,17014,0,747,3,100080,336.1,21.2,0,1252,3002,1
46320,9235,0,748,1,26384,191.07,18.4,0,8784,18850,1
46321,9895,1,724,2,53433,605.57,13.5,0,3015,10084,1
46322,10574,1,703,7,39090,820.88,10.8,1,4652,9229,1
46323,14109,0,731,10,48010,564.12,21.3,1,9902,12346,1
46324,25243,1,683,4,121164,1544.84,9.1,0,28155,36470,1
46325,11160,0,-1,9,-1,1365.9,14.4,0,3697,5184,1
46326,9956,0,711,10,48784,276.86,21.2,0,7678,21507,0
46327,13170,0,728,1,40524,472.78,15.5,1,3353,33534,0
46328,34885,0,-1,10,-1,2832.29,31.1,0,15980,18432,1
46329,2971,0,746,2,51991,905.51,23.4,0,2295,49881,1
46330,10071,0,742,8,32227,279.3,11.9,0,11347,23348,1
46331,3463,0,705,2,23743,196.87,14.8,0,5244,10283,0
46332,9901,0,733,7,102970,417.89,14.6,0,3605,4939,0
46333,27922,1,717,5,64818,1674.47,21.6,0,24306,45178,1
46334,14816,1,680,3,153094,1441.63,13.5,0,4363,5037,1
46335,100000000,1,662,10,112529,898.36,20.4,1,2482,7520,1
46336,100000000,0,740,10,61044,849.52,17,0,17135,31732,1
46337,15787,1,-1,10,-1,1137.67,18,0,12791,27745,1
46338,100000000,0,721,10,32573,496.74,14,0,6832,19138,1
46339,11732,0,723,7,67606,335.21,14.6,0,6758,12132,1
46340,19902,0,705,1,45347,744.44,13.1,0,15504,21654,1
46341,19568,1,730,9,58704,1227.89,13.5,0,15140,27279,0
46342,35508,0,-1,10,-1,842.37,15,0,8662,12374,0
46343,100000000,0,739,6,72737,1133.48,17.5,0,16933,19921,1
46344,33428,0,-1,10,-1,849.64,18.5,1,20509,26915,1
46345,10475,0,-1,1,-1,2695.94,19.5,0,6731,8456,0
46346,7976,0,-1,10,-1,769.35,12.2,2,2041,3587,1
46347,7970,0,-1,8,-1,1629.68,29.4,0,4383,14049,1
46348,8198,0,-1,3,-1,27.79,31.4,0,3398,7688,1
46349,10171,0,737,1,55941,1216.71,15.9,1,6828,15953,0
46350,24058,0,720,1,53792,528.95,7.7,0,11605,21024,1
46351,12132,1,661,1,47452,398.21,16,0,4653,5965,0
46352,7982,0,722,1,29934,421.57,31.2,0,11628,16659,1
46353,18259,1,695,6,50720,1432.84,16.5,0,5890,8725,0
46354,10753,0,734,6,73313,946.95,20.3,2,10826,14264,1
46355,24643,0,748,2,152784,501.64,31.7,0,18945,79937,1
46356,100000000,0,712,10,42153,1039.77,31.7,0,101022,155898,1
46357,4148,0,751,3,25290,469.97,22.1,0,885,15261,1
46358,15344,1,697,10,46031,327.21,13.5,0,14519,73701,1
46359,100000000,0,712,1,34323,477.67,20.4,1,4479,10297,1
46360,3657,0,707,1,75668,1116.1,13.5,0,1068,1311,1
46361,35420,1,695,5,101200,1669.8,15.7,0,19718,26610,0
46362,9800,0,704,1,32163,474.41,25.9,1,10024,15589,1
46363,15023,0,740,5,60090,311.47,8.6,0,11052,19220,0
46364,100000000,0,740,1,54500,563.16,13,0,8306,14571,1
46365,4035,0,-1,1,-1,1029.77,15.8,0,13344,18456,1
46366,5948,0,747,-1,38553,289.47,27.1,0,6753,17270,1
46367,34216,0,702,10,95805,2331.25,16,0,57149,80152,0
46368,14955,0,689,7,52841,1488.35,14.6,0,9032,18433,1
46369,20628,0,747,10,147345,2811.83,13.3,0,31318,41925,1
46370,100000000,0,727,4,51199,1041.04,16,0,20650,21377,1
46371,19872,1,-1,10,-1,174.85,13.8,0,9464,16691,0
46372,100000000,0,713,5,38916,603.19,12.3,1,7339,11414,1
46373,13719,0,714,4,38651,647.41,13.7,0,16641,19834,0
46374,9167,0,-1,10,-1,0,21.7,0,0,0,0
46375,19908,1,662,2,79632,1094.94,12,0,13400,18508,1
46376,6397,0,733,2,48713,901.19,10.9,0,14386,21155,1
46377,7973,0,699,10,55864,847.27,18.1,1,11359,22360,1
46378,8513,0,725,5,40561,432.65,17.8,1,3335,4704,0
46379,28127,1,685,10,72986,1338.07,26.3,0,13236,14156,1
46380,14298,0,743,8,91449,396.28,9.2,1,5516,21215,1
46381,6025,0,718,4,40168,652.73,9.9,0,3911,14986,1
46382,17867,0,706,2,95290,2024.9,20.8,0,53512,53781,1
46383,29430,0,742,10,313920,3662.4,33.4,0,5447,12667,1
46384,4878,0,-1,6,-1,392.68,10.9,0,10390,12780,0
46385,13432,0,-1,10,-1,743.11,15.4,0,13486,15737,1
46386,17303,0,747,5,91602,923.65,19.1,0,18946,39390,0
46387,10236,0,710,8,61416,542.51,20.1,0,22701,27417,1
46388,13346,0,-1,6,-1,1326.38,16.1,0,37744,42314,1
46389,24818,1,674,1,104549,2491.74,18.3,0,6607,17342,1
46390,100000000,0,722,6,37749,1044.39,21.8,1,3533,16902,1
46391,24067,1,-1,10,-1,1116.45,14.5,0,32253,36321,0
46392,100000000,0,750,2,86638,238.26,23.1,0,3694,22527,1
46393,24648,0,699,10,55616,1177.21,9.2,0,10036,16083,1
46394,13707,1,705,4,74810,1508.68,32,0,13827,15380,1
46395,7074,0,645,10,66524,537.73,13.5,0,9199,18967,0
46396,14211,0,687,1,39544,906.22,14.5,0,9889,16400,1
46397,20132,0,-1,6,-1,782.98,10.4,0,14806,17136,1
46398,19048,1,739,7,59199,631.45,15.2,0,22831,34178,0
46399,18407,1,671,1,57777,491.1,48,0,30343,35282,0
46400,23729,1,712,10,71186,966.95,13.7,0,24613,24712,0
46401,14492,1,667,10,80512,1429.09,29,0,34879,42796,1
46402,4107,0,730,1,29337,122.24,12.8,0,490,9998,1
46403,2859,0,719,7,57170,44.79,18,1,520,5413,1
46404,3418,0,687,5,55856,786.64,27,0,6265,14953,0
46405,20195,0,734,1,45158,982.18,22.2,1,18944,39303,0
46406,3068,0,716,3,15338,293.97,6,0,4961,9004,0
46407,5972,0,743,10,51761,543.49,13.8,0,41155,0,1
46408,5592,0,725,10,29487,874.78,7.1,1,7845,20864,1
46409,11834,1,-1,9,-1,795.54,19.7,0,10292,22570,1
46410,12059,0,743,4,150735,1006.16,12,0,7022,46199,1
46411,6705,0,709,10,41261,391.98,14.4,0,4934,7856,1
46412,19274,1,669,4,45891,1262,14,0,24039,24380,1
46413,14098,0,733,10,59154,1035.2,16.7,0,13905,15571,1
46414,9913,0,731,1,79304,625.18,11,0,11879,29114,1
46415,15723,1,662,3,51584,739.37,14.2,0,9131,26622,1
46416,11056,1,703,1,38194,285.5,15.2,0,5780,8246,0
46417,17885,1,-1,3,-1,612.72,12.5,0,16723,30406,1
46418,2973,0,719,8,89190,1308.12,20.3,1,6288,6940,1
46419,100000000,0,743,10,54967,436.53,20.9,0,5193,6249,1
46420,11982,0,747,10,96855,1073.47,22.3,1,24613,42002,1
46421,21454,0,750,10,107268,1233.58,27.1,0,51808,119100,1
46422,3044,0,742,8,35061,417.81,10.6,0,5505,12178,1
46423,27488,1,722,1,142347,1281.12,16.8,0,33441,46704,1
46424,8264,0,721,1,39352,688.66,10.8,0,7671,22898,1
46425,27075,0,745,10,106508,396.75,42.9,0,16742,32699,1
46426,10154,0,716,10,66001,1287.02,12.6,0,9032,13302,1
46427,25152,0,586,10,60546,1700.33,21.4,0,57101,69046,1
46428,100000000,0,747,6,40939,791.48,18.8,0,13492,23262,1
46429,9162,0,741,2,30540,809.31,16.4,0,16204,47798,1
46430,25535,0,709,2,54134,586.46,17.4,0,9993,12945,1
46431,14774,0,696,5,45305,641.83,23,0,12544,14485,1
46432,4947,0,702,10,55131,1516.12,13,0,19470,20868,1
46433,5682,0,727,5,82378,1036.59,21,1,1799,24992,1
46434,17572,0,738,5,82977,1611.14,12.5,0,23481,78269,1
46435,6833,0,723,10,136654,693.52,11.6,0,12574,14018,1
46436,100000000,0,742,8,38604,743.13,18.7,0,10184,31629,1
46437,9792,1,-1,6,-1,321.27,18.5,0,6584,16668,0
46438,14300,1,717,-1,46984,877.05,16.6,0,13478,18489,1
46439,2952,0,735,1,39360,570.72,17.6,0,4379,4624,1
46440,9118,0,-1,2,-1,106.38,14.4,0,6357,37177,1
46441,100000000,0,746,9,80754,1285.33,15.2,0,11969,30302,1
46442,10168,0,-1,10,-1,1272.02,23.8,0,12547,30678,1
46443,3502,0,739,1,24014,284.17,8.5,1,1119,4405,1
46444,20023,0,747,10,140686,730.39,19.8,0,23071,28034,1
46445,6498,0,744,5,69979,1067.18,10.5,0,2100,22109,0
46446,15132,0,741,6,78182,553.79,20.6,0,6095,14617,0
46447,2397,0,-1,9,-1,1352.6,21,0,26447,54869,1
46448,7019,0,690,6,24628,248.32,14.9,0,715,14900,1
46449,30513,0,742,7,111881,950.99,11.4,0,36496,68216,1
46450,24125,1,-1,10,-1,1030.79,16.1,0,30336,76220,0
46451,100000000,0,747,3,40472,782.46,14.6,0,8516,11235,1
46452,4928,0,698,10,78848,827.9,38.8,0,34218,57317,1
46453,14454,0,731,10,40644,1080.45,15.9,1,15771,21935,1
46454,2528,0,659,2,50964,654.04,11.8,0,11417,12533,1
46455,34160,1,-1,6,-1,1431.79,20.5,0,25472,27040,0
46456,6062,0,720,4,42433,438.47,19.6,0,6305,12315,1
46457,7370,0,714,10,35734,571.74,14.5,1,4434,13685,1
46458,4881,0,-1,2,-1,76.21,25.1,0,1994,9680,1
46459,7682,0,746,10,110102,963.39,15.9,0,7611,50739,1
46460,100000000,0,749,10,70496,593.34,16.3,0,12105,41743,1
46461,14685,0,729,3,29370,555.58,16.6,0,26472,28313,0
46462,12632,1,692,10,54280,578.98,23.7,0,21236,33924,0
46463,17654,0,-1,1,-1,444.63,8.1,0,439,12923,0
46464,16348,1,659,1,41480,272.38,12.3,0,10279,18161,1
46465,6956,0,750,4,40742,636.93,14.5,0,6066,46301,1
46466,24266,0,-1,10,-1,184.9,16.3,0,11313,23135,1
46467,11834,1,667,9,44583,917.67,17.4,0,1445,1577,0
46468,10746,1,703,6,36497,809.01,15,0,15137,17746,1
46469,31165,1,-1,10,-1,927.78,26.8,0,42966,70092,1
46470,15886,1,716,10,74468,1054.96,16.1,1,8116,8543,1
46471,6071,0,745,3,31016,138.54,9.7,0,3959,15585,1
46472,14067,1,709,1,80384,2290.94,22,0,13247,20994,0
46473,100000000,1,666,6,53292,1003.66,25.3,2,12702,17400,1
46474,25192,0,751,9,88436,627.16,17.5,0,21947,62887,1
46475,8329,0,-1,6,-1,1330.7,31.9,0,24159,39604,1
46476,21164,1,725,5,75585,1322.74,13.9,0,20502,22579,1
46477,19454,1,729,10,85478,191.62,19.2,0,6952,17208,0
46478,30538,0,707,1,69405,948.54,21.1,0,7735,15850,1
46479,12287,0,703,10,44028,774.15,13.4,0,21811,27128,1
46480,5689,0,724,10,41198,1191.3,15.9,0,14979,26006,1
46481,4688,0,715,4,54285,1121.89,16.1,0,7483,24062,1
46482,5912,0,721,10,61095,748.41,34.6,0,11805,20111,1
46483,15219,0,736,10,68993,873.91,19.9,0,19134,25277,0
46484,21569,1,-1,5,-1,443.34,17.1,0,18924,29801,1
46485,24447,1,713,1,49099,924.7,12.3,0,6389,35894,0
46486,15357,1,698,3,230355,5144.6,17.2,0,21876,24360,0
46487,2273,0,741,10,15813,100.81,9.8,0,2974,3658,1
46488,15144,0,730,8,92883,1416.47,18.9,1,15453,25627,0
46489,12753,1,643,1,100062,702.1,18.4,1,9182,20005,1
46490,8076,0,-1,10,-1,889.29,25.2,0,7814,15055,1
46491,22639,1,699,10,61027,767.92,24,0,22384,25582,0
46492,100000000,0,746,9,43615,531.37,19.3,0,8125,44640,1
46493,8239,0,717,7,107888,1123.83,11.7,0,9315,24773,1
46494,3609,0,-1,6,-1,625.73,18.7,1,3558,7018,1
46495,25455,1,719,4,300060,1312.76,8.4,0,4047,19837,1
46496,12011,0,738,10,90081,1028.42,17.2,1,9186,9412,1
46497,28286,1,738,3,121224,1424.38,27.1,0,54306,159256,1
46498,9364,0,744,7,50721,473.39,12.4,0,3749,5074,0
46499,9461,0,-1,10,-1,570.48,12,4,1968,25237,1
46500,17106,1,694,10,51622,804.45,12.1,0,20716,38939,0
46501,13951,0,711,10,45657,871.29,16.7,0,6767,7207,1
46502,3004,0,717,3,35042,198.28,32.6,0,300,7509,1
46503,7392,0,-1,10,-1,2819.7,27.3,0,91878,120892,1
46504,20756,1,709,1,139107,3315.39,13,0,40142,65699,0
46505,4999,0,705,1,34993,101.77,32.6,0,3390,15272,1
46506,12248,0,749,7,55989,1292.41,23.7,0,25484,64516,1
46507,15738,1,717,5,46229,766.64,12.6,0,9996,13582,1
46508,25615,0,-1,6,-1,1132.53,26.5,0,53757,79876,1
46509,19910,0,738,1,69685,1213.68,14.3,0,25953,48061,1
46510,29907,1,681,6,72774,1825.4,15.6,0,23242,31031,1
46511,5931,0,748,9,132938,2703.07,18.3,0,23305,50334,1
46512,16168,0,736,2,60630,798.3,13,0,20401,22223,1
46513,13215,0,710,10,56924,877.57,17.2,0,15948,21151,1
46514,20555,1,700,10,62237,1571.48,16.7,0,43817,61454,1
46515,11286,0,719,5,66735,1251.29,31.6,1,7227,15215,1
46516,19590,0,-1,5,-1,306.78,21.6,0,15262,32334,1
46517,8846,0,-1,6,-1,713,7.5,0,7773,15331,1
46518,19530,1,719,5,41990,636.84,14.9,0,17284,43980,0
46519,18916,1,-1,2,-1,1668.4,17.2,2,7395,18037,1
46520,7145,0,747,-1,69468,252.4,14.1,0,4359,10020,1
46521,23784,1,668,8,77298,2067.72,14.8,0,32715,41203,1
46522,9788,0,729,7,80262,1230.67,24.6,0,9453,20640,1
46523,100000000,1,732,10,70665,783.2,14.5,0,9864,26374,1
46524,9932,0,695,2,44694,1333.37,16.8,0,22321,45185,1
46525,20006,1,-1,10,-1,950.29,22.5,0,6385,52768,1
46526,100000000,1,653,10,120060,787.39,36,0,2378,9909,1
46527,2942,0,702,3,24513,158.11,6.4,0,3131,11063,0
46528,10001,1,691,-1,40519,134.05,18,0,4550,8097,1
46529,3904,0,683,3,15227,151.26,9.5,0,1360,2345,1
46530,19479,1,693,5,94896,679.29,23.7,0,24228,31383,0
46531,19068,0,630,6,59586,1395.31,10,0,5263,8341,0
46532,100000000,1,718,5,57855,1224.6,18.1,0,8788,11166,1
46533,10642,0,-1,7,-1,1391.69,21.5,0,5720,5831,1
46534,5879,0,728,5,24495,712.39,7.7,0,459,2352,1
46535,8041,0,713,1,59428,571,12.8,0,16500,24924,1
46536,34426,1,665,4,132786,1160.78,33.6,0,27847,35885,0
46537,25363,1,-1,5,-1,1214.44,17.2,0,10801,21220,1
46538,3926,0,-1,2,-1,562.67,10,0,5209,17658,0
46539,8804,0,-1,3,-1,1220.61,25.5,4,1482,4601,1
46540,7639,0,748,4,48888,179.26,17.6,1,7052,20091,1
46541,6045,0,714,10,57428,1062.41,27.2,0,11825,22061,1
46542,100000000,0,742,10,112717,986.27,28,0,18933,23666,1
46543,3350,0,748,1,39416,239.45,15.4,0,52,17409,1
46544,19691,1,729,10,156529,2165.31,23.1,0,24356,33319,0
46545,4707,0,718,1,24518,371.85,15.9,0,401,490,1
46546,7201,0,733,10,62006,614.89,17.3,1,6770,18805,1
46547,1488,0,658,1,24795,212.82,11.3,1,2202,5748,1
46548,10890,0,734,10,82170,1896.76,19,0,20286,20286,1
46549,22082,1,-1,10,-1,497.12,14.9,0,6977,14719,0
46550,21809,1,-1,1,-1,1259.77,12,0,4494,24290,0
46551,20424,0,730,10,98035,1078.39,21.2,0,17736,24296,1
46552,19489,0,707,-1,54274,1198.55,43.7,0,21732,34660,1
46553,34584,1,684,1,298438,1686.17,24.7,1,1001,14939,0
46554,5078,0,746,1,86326,1014.33,13.2,0,4255,5689,0
46555,18173,0,676,2,104514,1384.81,13.8,0,18497,22420,1
46556,11001,1,694,5,58060,904.77,15.3,0,21087,33418,1
46557,7296,0,-1,3,-1,917.04,16,0,6989,14775,1
46558,15345,1,743,9,97185,591.21,15.7,0,2952,25451,1
46559,11988,0,738,1,37962,572.6,16.1,0,11341,16294,1
46560,9822,1,721,4,47440,411.15,17.8,0,3260,6877,0
46561,100000000,0,739,10,85329,1521.71,19.5,0,25687,27891,1
46562,13646,0,718,10,50540,1259.28,16.4,2,14430,25860,1
46563,5754,0,732,1,42029,1246.87,15.3,1,8237,21733,1
46564,34388,0,683,9,91373,1180.23,14.6,0,17699,38392,1
46565,100000000,0,712,-1,30225,198.48,25.5,0,5643,10279,1
46566,5070,0,746,10,89942,1064.31,16.9,0,18805,23216,1
46567,7845,0,745,7,85493,1581.62,37,0,9873,48397,1
46568,100000000,0,724,2,30414,859.2,7.8,0,5227,16183,1
46569,3903,0,737,7,43907,790.32,15.7,0,3399,17986,1
46570,25220,0,-1,10,-1,653.2,17,2,20523,26619,0
46571,14748,0,-1,10,-1,596.7,36.2,0,18435,30623,0
46572,8794,0,-1,10,-1,700.91,15.5,0,6337,12600,0
46573,11921,1,667,1,99340,600.18,12.8,0,5077,6162,1
46574,11986,1,-1,5,-1,634.47,16,0,3038,5133,0
46575,15970,1,729,10,84140,138.84,24,1,3272,6788,1
46576,13916,0,730,1,37960,601.04,8.3,0,6039,52511,0
46577,24948,0,748,2,82826,595.66,27.2,0,30945,63804,1
46578,29531,0,737,6,91647,1855.85,32.8,0,29696,43100,0
46579,10006,0,746,5,38023,472.11,14.5,0,12314,20121,0
46580,13793,0,717,1,100490,615.5,15.8,0,9954,11135,1
46581,8314,0,-1,10,-1,731.66,14.5,0,8500,15152,0
46582,14903,0,-1,10,-1,2460.04,21.7,0,34138,49261,1
46583,18101,0,719,10,58325,1181.08,31,0,25166,45757,1
46584,28697,1,642,3,63934,964.34,9.1,0,6882,8363,1
46585,13927,1,721,7,49740,1019.67,15.8,0,7684,7962,1
46586,12364,0,-1,10,-1,903.75,38.4,0,35177,40856,1
46587,10098,1,693,7,40180,646.23,16,0,9130,9796,1
46588,20142,1,689,10,97441,1965.06,12.8,0,9488,18938,1
46589,3910,0,708,5,94818,1469.67,15.9,1,8925,13401,1
46590,9969,1,682,10,43864,668.92,24.5,0,7346,9275,1
46591,13212,0,-1,10,-1,851.58,18.3,0,14035,34569,1
46592,100000000,1,633,10,42684,354.63,28,0,15625,19507,1
46593,17728,1,687,5,91596,1076.25,21.4,0,35048,44990,1
46594,4898,0,747,1,56321,907.24,13,0,3085,13129,1
46595,11971,0,669,3,39412,322.19,6,0,2981,10532,1
46596,10147,0,728,1,71029,769.48,14,0,8095,8686,1
46597,7994,0,-1,10,-1,1187.5,26.7,1,4825,25128,1
46598,10406,1,725,10,43869,541.04,15.7,0,8515,15097,1
46599,15931,1,699,10,149355,1767.37,22.9,0,7915,8068,1
46600,34188,0,717,-1,93773,664.22,30.9,4,5238,8788,1
46601,6442,0,-1,10,-1,1211.95,16.6,0,21777,27496,1
46602,11971,1,731,2,32322,436.89,14.1,0,8327,17275,0
46603,20132,1,712,7,48317,418.75,12.9,0,18984,49182,0
46604,4597,0,738,1,51080,545.71,12.6,0,728,1840,1
46605,8499,0,695,1,44343,986.63,15.9,1,2188,2758,1
46606,13755,1,-1,1,-1,386.15,7,0,2711,6677,1
46607,5872,0,-1,3,-1,678.13,9.5,1,5249,11098,0
46608,6065,0,-1,1,-1,568.63,13.5,0,8954,11220,0
46609,17836,0,708,10,44591,1125.91,16,1,17114,23770,0
46610,19642,1,702,10,58926,1217.8,15.2,1,7213,14841,1
46611,16026,0,717,2,39062,283.53,14.2,0,10913,18816,1
46612,21378,1,719,2,125973,1427.69,34.1,0,38236,47975,1
46613,31842,1,717,8,70870,1021.7,15.8,0,26000,58692,1
46614,3546,0,-1,10,-1,669.55,10.4,1,0,0,1
46615,16455,1,-1,3,-1,682.45,16.7,0,10815,16263,1
46616,17629,0,743,1,60723,576.87,11.9,0,11152,21530,1
46617,100000000,0,729,10,87600,329.96,21.6,1,7230,15717,1
46618,18443,0,742,5,61476,1132.18,13.8,1,15092,17209,1
46619,24451,1,665,10,54390,1228.29,14.4,0,27737,42672,1
46620,20374,0,744,10,71309,323.87,16.9,0,2851,12961,1
46621,10237,0,700,6,100323,1204.71,24,0,65168,121809,1
46622,24582,1,682,4,59472,489.65,17,1,8221,14174,1
46623,12098,0,734,-1,48793,1154.76,10.3,0,4917,6452,0
46624,16449,0,708,10,65600,820,22.5,0,17023,23975,0
46625,34923,1,-1,10,-1,3427.44,16.6,0,52149,63442,1
46626,10030,0,-1,2,-1,183.4,13.2,1,4477,21423,1
46627,9666,0,-1,4,-1,630.99,13.2,0,7373,10072,0
46628,100000000,0,743,10,54639,1352.32,11.5,0,26091,54019,1
46629,19620,1,622,10,70632,1249.01,22.6,1,13876,16963,1
46630,10058,0,720,9,226305,3771.75,37.1,0,108125,241350,1
46631,9928,0,-1,3,-1,358.48,8.3,0,5635,10816,0
46632,1819,0,-1,9,-1,1023.97,20.8,0,9390,20412,1
46633,34223,1,677,10,83113,1378.29,26,0,17732,24629,0
46634,100000000,0,737,7,39904,884.54,17.5,0,11646,14467,1
46635,18362,1,717,9,64266,743.89,12.7,0,15053,26224,1
46636,6284,0,-1,7,-1,765.07,7.9,1,3934,11504,0
46637,19840,1,692,2,79360,2235.3,16.9,0,17939,21230,1
46638,12059,0,718,10,55270,967.22,24,1,15502,36560,1
46639,11002,1,677,3,54148,1033.31,17.3,0,20921,58113,0
46640,7124,0,737,10,35298,163.84,20,1,3861,5393,0
46641,21032,0,715,7,117176,886.63,19.7,0,13562,16520,1
46642,100000000,0,748,1,61266,146.02,16.3,0,6927,40041,1
46643,8598,0,706,1,39084,876.14,12.9,0,12182,20406,1
46644,35679,1,688,10,122328,1610.65,15.2,0,21820,21820,1
46645,11794,1,742,3,50712,596.72,17.7,0,2666,7774,1
46646,9393,0,738,10,59322,949.15,21,0,837,5546,1
46647,24415,0,-1,10,-1,2168.05,33,0,33809,49939,1
